id,user_id,用户昵称,微博正文,话题,转发数,评论数,点赞数,发布时间
4.73257E+15,6014836792,Miumiuisss,2月1日北京新增2例本土新冠肺炎确诊病例，均在丰台与西南郊冷库有关O2月1日北京新增2例本土新冠肺炎确诊病例，均在丰台与西南郊冷库有关,,0,0,0,2022/2/2 23:54
4.73257E+15,7508484163,用户7508484163,马兴瑞在新疆维吾尔自治区新冠肺炎疫情防控工作领导小组会议上强调依法科学精准果断处置突发疫情提升防控法治化常态化专业化水平O马兴瑞在新疆维吾尔自治区新冠肺炎疫情防控工作领导小组会议上强调依法科学精准果断处置突发疫情提升防控法治化常态化专业化水平,,0,0,0,2022/2/2 23:51
4.73257E+15,7267888729,每天都要爱小葵葵,#惠州新增1例新冠肺炎确诊病例#6我怎么回家,惠州新增1例新冠肺炎确诊病例,0,6,1,2022/2/2 23:51
4.73257E+15,7476446481,作首寻常歌儿,#惠州新增1例新冠肺炎确诊病例#平山仔们已做好核酸,惠州新增1例新冠肺炎确诊病例,0,0,0,2022/2/2 23:51
4.73221E+15,1758276861,是我啊阿健,#广东惠州报告1例新冠肺炎确诊病例#因为这次疫情我都没回惠州过年，本打算看看过几天回一趟，我两年没在家过年了好吧，不能这样的啊,广东惠州报告1例新冠肺炎确诊病例,0,0,4,2022/2/1 23:59
4.73221E+15,5861857092,爱上登封,#登封生活#【出行通知关于恢复出租车运营的通告】根据《登封市新冠肺炎疫情防控指挥部办公室关于有序恢复全市生产生活秩序的通告》（2022年6号）精神，决定自2022年1月30日零时起，在从严落实各项常态化疫情防控措施和做好应对极端天气应急措施的前提下，恢复巡游出租车、网约车在市域内运营。#郑州爆料#,"登封生活,郑州爆料",0,2,4,2022/2/1 23:59
4.73221E+15,6203779723,湖南热点集,【#湖南疾控发布核酸检测十宜八不宜#】随着新冠病毒持续变异，国内外疫情形势日益严峻，截至2022年1月，全球新冠肺炎确诊病例已远超3亿，国内多地陆续也有本土疫情报告。目前，核酸检测已成为一个高频词，深入人心。一份核酸检测报告不仅能让人安心，更是疫情常态化防控的重要手段，有利于落实“早预防、早发现、早报告、早隔离、早治疗”防控措施。那么，哪些情况需要主动进行核酸检测？哪些情况又不适合马上开展核酸检测呢？湖南疾控专家给出了以下提醒。（全媒体记者李琪通讯员李世康）O湖南疾控发布核酸检测“十宜”“八不宜”（三湘都市报）,湖南疾控发布核酸检测十宜八不宜,0,1,0,2022/2/1 23:58
4.73221E+15,2447850890,ivy9333,#广东惠州报告1例新冠肺炎确诊病例#我整个裂开上午纠结半天退了深圳宝安的??然后买了惠州??下午就惠州也有确诊了？？？？搞死我得了,广东惠州报告1例新冠肺炎确诊病例,0,8,8,2022/2/1 23:57
4.73221E+15,1938656221,哎呀呀系白菜,#广东惠州报告1例新冠肺炎确诊病例#猝不及防，明天要上个夜班聚会也泡汤了,广东惠州报告1例新冠肺炎确诊病例,0,0,0,2022/2/1 23:57
4.73221E+15,5266100349,河东狮小吼,#广东惠州报告1例新冠肺炎确诊病例#咱们就是说，顺风车司机这下估计得连夜取消我的返程订单,广东惠州报告1例新冠肺炎确诊病例,0,6,6,2022/2/1 23:56
4.73221E+15,1340200592,这片海的蓝天,2月1日正月初一，广东惠州报告1例新冠肺炎确诊病例。翁某，男，24岁，为1月31日深圳报告病例陈某的密切接触者。……O网页链接,,0,0,0,2022/2/1 23:55
4.73221E+15,6128230098,杰然不同de这些菜,#广东惠州报告1例新冠肺炎确诊病例#求求了，别啊！我还想开学的,广东惠州报告1例新冠肺炎确诊病例,0,0,0,2022/2/1 23:54
4.73221E+15,1263121634,sikalili128,1月30日北京新增3例本土新冠肺炎确诊病例分布在丰台和朝阳O1月30日北京新增3例本土新冠肺炎确诊病例分布在丰台和朝阳,,0,0,0,2022/2/1 23:54
4.73185E+15,1700720163,钱江晚报,【富阳发布全区交通管制最新通告】杭州市富阳区新型冠状病毒感染的肺炎防控工作应急指挥部2022年10号通告为坚决阻断新冠肺炎疫情传播途径，有效遏制疫情扩散和蔓延，根据国家和省、市有关疫情防控工作规定，我区于2022年1月31日16:30进入交通管制状态。现将有关事项通告如下：一、管制原则：交通管制期间，富阳区行政区域范围内人员、车辆只进不出。二、国省道、高速公路通行：交通管制期间，在富阳区域内的车辆（含进入富阳的车辆）不得离开富阳；离富需凭车辆通行证（救护、消防及公安等特种车辆除外）；车辆通行证分长效和临时两类，临时通行证仅当次通行有效，经过卡口时由执勤人员回收作废。车辆通行证，由所在乡镇（街道）或主管部门审核后，统一向区疫情防控指挥部办公室领取。三、水路通行：交通管制期间，停泊在富阳区水域范围内的船只及船员不得离开富阳；允许过境船只通行，但不得停靠，一经停靠，船只及船员不得离开富阳。四、轨道交通（包括地铁、高铁）通行：交通管制期间，杭州地铁6号线富阳段暂停运行；禁止人员经杭黄高铁富阳站离富；人员经高铁到达富阳出站后，不得离开富阳。五、其他：遇有特殊、紧急情况，由卡口执勤人员报请公安分局指挥中心处置。杭州市富阳区新型冠状病毒感染的肺炎防控工作应急指挥部2022年1月31日附国省道和高速公路卡口一、国省道卡口1.320国道金家岭交界通道2.祝闲公路余杭交界3.320国道欧家溪道口4.永昌镇民政村14省道与临安市三口镇交界处5.渌渚镇23省道山亚窄溪大桥北端6.胥口镇平畈村与桐庐县桐岭交界处7.常绿青龙村楼塔307省道通道8.渔山春永线与萧山交界通道9.胥高线白石唐家桥与临安交界10.杭富沿江公路二、高速公路卡口1.杭千富阳出口2.杭千东洲出口3.杭千灵桥出口4.杭千龙门出口5.杭千场口出口6.西复线高速富阳西出口7.西复线高速富阳北出口8.西复线高速富阳南出口9.西复线高速鹿山出口,,17,13,86,2022/1/31 23:59
4.73185E+15,1479040710,河南法制报,#来洛返洛人员不报备健康码将变红#【洛阳市疫情防控指挥部最新通告】洛阳市新冠肺炎疫情防控指挥部办公室关于加强来（返）洛人员报备管理的通告金牛辞岁，瑞虎迎春，欢迎在异地生活、拼搏的洛阳市民返乡。当前国内疫情呈局部聚集与零星点状散发态势，同时春节期间人流、物流增加，疫情防控形势依然严峻复杂。为维护您和全市人民群众生命安全和身体健康，确保广大市民度过一个健康、欢乐、祥和的春节，经洛阳市新冠肺炎疫情防控指挥部办公室研究，决定对春节期间部分疫情防控措施进行调整以加强来（返）洛人员报备管理，现将有关事宜通告如下：O洛阳市疫情防控指挥部最新通告?#河南疫情我们同在#,"来洛返洛人员不报备健康码将变红,河南疫情我们同在",0,1,0,2022/1/31 23:59
4.73185E+15,6316845776,深圳打卡攻略,最新通报！深圳新增1例新冠肺炎确诊病例L深圳打卡攻略的微博视频,,0,0,0,2022/1/31 23:57
4.73185E+15,7555427911,杭州青少体育频道,【刚刚，富阳发布最新通告：#离富车辆需凭通行证#】#杭州疫情#为坚决阻断新冠肺炎疫情传播途径，有效遏制疫情扩散和蔓延，根据国家和省、市有关疫情防控工作规定，我区于2022年1月31日16:30进入交通管制状态。现将有关事项通告如下：　　一、管制原则：交通管制期间，富阳区行政区域范围内人员、车辆只进不出。　　二、国省道、高速公路通行：交通管制期间，在富阳区域内的车辆（含进入富阳的车辆）不得离开富阳；离富需凭车辆通行证（救护、消防及公安等特种车辆除外）；车辆通行证分长效和临时两类，临时通行证仅当次通行有效，经过卡口时由执勤人员回收作废。车辆通行证，由所在乡镇（街道）或主管部门审核后，统一向区疫情防控指挥部办公室领取。　　三、水路通行：交通管制期间，停泊在富阳区水域范围内的船只及船员不得离开富阳；允许过境船只通行，但不得停靠，一经停靠，船只及船员不得离开富阳。　　四、轨道交通（包括地铁、高铁）通行：交通管制期间，杭州地铁6号线富阳段暂停运行；禁止人员经杭黄高铁富阳站离富；人员经高铁到达富阳出站后，不得离开富阳。五、其他：遇有特殊、紧急情况，由卡口执勤人员报请公安分局指挥中心处置。杭州市富阳区新型冠状病毒感染的肺炎防控工作应急指挥部2022年1月31日,"离富车辆需凭通行证,杭州疫情",1,0,3,2022/1/31 23:57
4.73185E+15,1864856880,胡扯鸡蛋,【什么条件下才可去掉动态清零？】//@HW前HR：目前欧美基本上都躺平，欧盟宣布2月1日起完全消除新冠肺炎疫情影响，再也不做任何隔离，经济第一。实际上，放开动态清零策略，需要要追求三大平衡，才能做好这个事情。第一是制造业和服务业的平衡。欧美都是服务业高达发达社会，他们现在根本没有办法隔离，因为服务业就是要靠陌生人消费，只能躺倒。有时候封城清零会影响一些店面销售，导致店家倒闭。但如果学上海和深圳，每次都是小范围管控，是不怎么影响店面的。服务业十几个服务员收银员，欧美感染隔离走几个完全不影响业务开展。而中国制造业发达，制造业车类似熟人社会，谁感染谁没有感染一清二楚，感染的人在车间不会被接受。但制造业是个高度依耐精确分工的行业，一条生产线少几个人往往就开起来，如果大规模感染只能停工或者大家一起感染。越南就是因为防不住导致制造业都垮了很多，他们这种制造业为主的国家，得不偿失。第二是老年人和年轻人的平衡。新冠肺炎疫情年纪越大威胁越大，美国去年人均寿命出现负增长。据《纽约时报》统计数据显示，目前99.9%都是奥密克戎，但是截至当地时间1月27日，美国7天平均新报告的新冠死亡人数达到每天2530人，为2021年2月以来最高水平，不是儿戏。为了经济放弃清零策略，相当于拿父母爷爷奶奶辈的生命来换钱；在中国是很难以被接受的，我们传统的家庭文化和欧美的个人至上不一样。而且目前放弃清零策略，能否让大家更放心更大的消费，这是不一定的，很可能是经济萎缩。第三，是新冠肺炎疫情住院和其他住院的平衡。前几天分析过，按法国的感染情况，中国一天可以感染一千万新冠肺炎，按1%重症，日增十万需要住院的重症，那医院全爆满都满足不了要求。那过去一些其他病人如何住院，可能出现大量其他病人因为医院爆满而死亡问题。第四，开放成本和清零策略的平衡。就像开车会出交通事故死人，但人类不可能回到靠人走路或者马车的时代，接受交通的便利和交通事故的代价。那开放后带来的好处是什么？如果国际旅游，现在中国的旅游是赤字状态，很多高端旅游现在改为在国内，也不错。而货物来往则因为货物可以消毒，没有太多影响。而人员出去没有问题，就是回来有问题。国内的一些大城市长时间大规模隔离，本身是能力不行，口岸城市上海深圳都没有发生大规模隔离问题，所以清零不等于就会高成本。开放也不等于低成本，核心是如何做好这类事情的管理。最后看美国对中国策略态度，美国政府和媒体那么急不可耐，美国人绝无可能为了中国好不断要求中国改变清零策略的道理。中国黑钱跑美国那是真是对中国不好，黑钱流入美国，为什么不见他们出来说不好？实际上，美国人就是想中国人去旅游等，美国服务是贸易顺差。当前服务出口由于国际旅行的崩溃而急剧下降。所以他们施压就是目的为了他们经济利益。中国服务贸易是赤字，尤其对美国是严重的赤字，因为旅游、留学、版权、顾问、高端医疗、专利等贸易中国都赤字。法国电视一台感叹，“现在巴黎各大百货公司已经陷入困境，原因是中国消费者不去法国旅游了，巴黎春天百货公司已关闭3家商场，老佛爷百货则已出售旗下11家商场”。所以不是什么当前中国清零策略对中国内需不好，而是影响欧美的服务收入，他们当然要跳了。至于中国放开导致经济萎缩，他们可会更加高兴的。中国要取消，还是要看新疫苗和特效药能否降低住院率和死亡率，代价大为下降才可以的。欧美他们当前是能力不行而不是策略正确，他们属于没有办法的办法。所以我们不着急，其实日常99%人口是自由方便的，不方便可能也就1-2吧%。祝大家除夕快乐，新年快乐！,,1,1,0,2022/1/31 23:55
4.73185E+15,1899720022,静雅心理咨询,2022-1-31世界新冠形势：总病例3亿7470-7506万，总病亡568.1万。#新闻看点##新型冠状病毒##关注新冠肺炎##全球疫情#,"新闻看点,新型冠状病毒,关注新冠肺炎,全球疫情",0,0,0,2022/1/31 23:55
4.73185E+15,1727386613,杭州电视台综合频道,【#杭州#富阳实施交通管制有关事项通告来了】据杭州市富阳区新型冠状病毒感染的肺炎防控工作应急指挥部：为坚决阻断新冠肺炎疫情传播途径，有效遏制疫情扩散和蔓延，根据国家和省、市有关疫情防控工作规定，富阳区于2022年1月31日16:30进入交通管制状态。现将有关事项通告如下：一、管制原则：交通管制期间，富阳区行政区域范围内人员、车辆只进不出。二、国省道、高速公路通行：交通管制期间，在富阳区域内的车辆（含进入富阳的车辆）不得离开富阳；离富需凭车辆通行证（救护、消防及公安等特种车辆除外）；车辆通行证分长效和临时两类，临时通行证仅当次通行有效，经过卡口时由执勤人员回收作废。车辆通行证，由所在乡镇（街道）或主管部门审核后，统一向区疫情防控指挥部办公室领取。三、水路通行：交通管制期间，停泊在富阳区水域范围内的船只及船员不得离开富阳；允许过境船只通行，但不得停靠，一经停靠，船只及船员不得离开富阳。四、轨道交通（包括地铁、高铁）通行：交通管制期间，杭州地铁6号线富阳段暂停运行；禁止人员经杭黄高铁富阳站离富；人员经高铁到达富阳出站后，不得离开富阳。五、其他：遇有特殊、紧急情况，由卡口执勤人员报请公安分局指挥中心处置。,杭州,0,0,3,2022/1/31 23:52
4.73185E+15,1784473157,中国新闻网,【#加拿大总理特鲁多新冠检测阳性#】#关注新冠肺炎#加拿大总理特鲁多当地时间1月31日通过社交媒体宣布，他的新冠病毒检测结果为阳性。他强调自己目前感觉尚好，本周将远程居家办公。（央视新闻客户端）,"加拿大总理特鲁多新冠检测阳性,关注新冠肺炎",30,91,288,2022/1/31 23:52
4.73185E+15,1265015594,初吻献给了一个叫奶嘴,北京新增12例本土新冠肺炎确诊病例详情公布丰台三地升高风险区O北京新增12例本土新冠肺炎确诊病例详情公布丰台三地升高风险区,,0,0,0,2022/1/31 23:50
4.73149E+15,3939865527,我们的杭州城,【杭州市新增13例新冠肺炎确诊病例，出现四例5月龄、9月龄、14月龄的幼儿，累计72例】2022年1月30日0-18时，杭州市新增13例新冠肺炎确诊病例，均为轻型，截至1月30日18时，杭州本轮疫情累计报告新冠确诊病例72例，其中普通型1例，轻型71例。O杭州市新增13例新冠肺炎确诊病例,,0,0,1,2022/1/30 23:59
4.73149E+15,1814662960,萧内网,杭州市新增13例新冠肺炎确诊病例萧山无新增O杭州市新增13例新冠肺炎确诊病例萧山无新增,,0,0,1,2022/1/30 23:58
4.73149E+15,1778221350,YOU居台州,#YOU居台州##台州#【2022留玉环过年全攻略，出行、就医如何安排？核酸检测去哪儿？……】当前，国内疫情多点散发，为了让大家在玉环过个“平安吉祥年”和顺利返乡返岗，玉环市新冠肺炎疫情防控指挥部发布的春节20条防疫须知要记牢。春运期间，核酸检测去哪做？看这里！省际、市内客运班线有停开，如何调整看这里！快来一起了解更多吧↓↓↓#玉环##疫情防控#O2022留玉环过年全攻略，出行、就医如何安排？核酸检测去哪儿？……,"YOU居台州,台州,玉环,疫情防控",0,0,0,2022/1/30 23:58
4.73149E+15,6579816853,狸猫小迷弟,#杭州疫情#2022年1月30日0-18时，杭州市新增13例新冠肺炎确诊病例，均为轻型，其中滨江区5例，富阳区8例，截至1月30日18时，杭州本轮疫情累计报告新冠确诊病例72例，其中普通型1例，轻型71例。行程轨迹详情见图,杭州疫情,0,0,0,2022/1/30 23:57
4.73149E+15,7012660062,用户7012660062,1月29日北京新增20例本土新冠肺炎确诊病例O1月29日北京新增20例本土新冠肺炎确诊病例,,0,0,0,2022/1/30 23:56
4.73149E+15,1721484135,主编赵旭东,#北京2名新增病例曾五次核酸阴性#【#北京新增病例2人曾五次核酸阴性#】1月30日，北京市第280场新冠肺炎疫情防控工作新闻发布会召开。北京青年报记者从现场获悉，北京市疾病预防控制中心副主任、全国新型冠状病毒肺炎专家组成员庞星火通报，1月29日16时至1月30日16时，本市新增本土新冠肺炎确诊病例12例，均来自管控人员，至少2例感染者，作为风险管控人员隔离期间五次核酸检测结果为阴性。#北京2名新增病例曾五次核酸阴性#文/北京青年报记者?解丽?王斌?李泽伟,"北京2名新增病例曾五次核酸阴性,北京新增病例2人曾五次核酸阴性",0,0,0,2022/1/30 23:55
4.73149E+15,6501438382,Rockoba,斯洛文尼亚新冠感染人数累计超过70万！斯洛文尼亚30日报告，过去一天新增新冠肺炎确诊病例13851例，累计确诊达到702201例；新增死亡病例11例，累计死亡5857例。新增确诊周环比上升59%；新增死亡周环比上升58%。斯洛文尼亚是继厄瓜多尔之后全球第62个累计确诊病例突破70万的国家。斯洛文尼亚人口约208万。,,1,0,1,2022/1/30 23:54
4.73149E+15,7463346216,调啡师,【#杭州#集中隔离人员超3万人】今天下午，#杭州通报疫情和防控工作最新情况#市政府副秘书长毛根洪：本轮疫情发生以来，杭州按照尽快实现社区清零的目标开展各项疫情防控工作，规范实施三区管理。目前杭州已经划定63个单位，其中封控区面积是10平方公里，1万人；管控区是45平方公里，约14万人；防范区是360平方公里，有27.8万人。之所以防范区面积这么大，主要是富阳涉及到乡镇，山林面积很大。三区按照相应的管控要求实行分类管控。封控区足不出户，生活保障物质送货上门；管控区只进不出，确保人不出管控区，除核酸检测以外，基本上也是做到足不出户。防范区非必要不出区，严格限制人员聚集。截至目前，杭州集中隔离人员...祝好杭州人民?#新冠肺炎##奥密克戎#L调啡师的微博视频,"杭州,杭州通报疫情和防控工作最新情况,新冠肺炎,奥密克戎",0,1,0,2022/1/30 23:54
4.73113E+15,2726417763,宋中清主任律师,肺炎@新浪新闻#日本新冠密接者隔离期缩至7天#【连续4天创新高！日本首相宣布：新冠密接者隔离期缩短至7天】#日本保持日增8万以上感染#据日本广播协会电视台统计，截至当地时间1月28日18点，日本当天新增#新冠肺炎#确诊病例首次超过8万例，再次创下最高纪录。同一天，日本首相岸田文雄宣布，将密切接触者隔离期从目前的10天缩短至7天。对于一线工作人员，最短可以缩短到5天。为缓解医院等机构的压力，从27日起，东京都保健所等机构只对50岁及以上或有基础疾病的居家隔离患者进行健康观察，50岁以下的确诊患者可进行自我健康观察，身体状况出现问题时可电话咨询有关部门。@SMGNEWSLSMGNEWS的微博视频,"日本新冠密接者隔离期缩至7天,日本保持日增8万以上感染,新冠肺炎",0,1,0,2022/1/29 23:59
4.73113E+15,2009113272,浙江在线,【杭州拱墅区划定封控区、管控区、防范区范围】杭州市拱墅区新冠肺炎疫情防控指挥部2022年1号通报2022年1月28日7-24时，拱墅区新增2例新冠肺炎确诊病例。根据国家、省疫情防控有关规定，经有关专家研判，划定尚堂府2幢为封控区，尚堂府小区为管控区，石祥路-拱康路-沈康路-瓜山佳苑东侧-科祥街-中凯街合围区域作为防范区。划定半山家苑6幢为封控区，半山家苑小区作为管控区，园河弄-上塘河-樱桃南弄-半山路-明园路至兴学弄沿街商铺合围区域为防范区。现通告如下：一、封控区病例同单元（同楼道）的所有住户，除密接之外的人员均作为重点人员实行“14+7”集中医学隔离观察。封控区确保足不出户，生活保障物资送货上门。二、管控区只进不出，确保人不出区。三、防范区非必要不离区，严格限制人群聚集，非生活必须公共场所全部停止营业。四、对不服从封控管理的人员，一律依法处理，涉嫌犯罪的，依法追究刑事责任。杭州市拱墅区新型冠状病毒肺炎疫情防控指挥部2022年1月29日本次拱墅区新增2例新冠肺炎确诊病例，相关情况及活动轨迹信息公布如下：2022年1月28日7-24时，拱墅区新增2例新冠肺炎确诊病例（集中隔离点发现），均为杭州市确诊病例的密切接触者。1月28日在集中隔离点核酸检测初筛阳性，同日市疾控中心复核阳性，诊断为新冠肺炎确诊病例，病例相关密接者和次密接者均在第一时间纳入管控。确诊病例1：李某某，男，32岁，现住拱墅区瓜山社区尚堂府，系杭州市确诊病例23的密接。1月21日，7时58分在小区门口来e笼包子店买早饭，步行到拱墅区湖州街36号吉瑞国际大厦上班，12时左右与确诊病例在公司负一楼食堂吃饭。晚上在吉瑞大厦一楼兰州拉面吃晚饭后回家。1月22日，步行上班，8时50分在公司一楼便利蜂便利店（吉瑞国际店）买早饭，11时58分在吉瑞大厦一楼兰州拉面吃饭，12时30分在吉瑞大厦周边散步，18时20分在拱墅区瓜山佳苑楼下商铺菜鸟驿站（科翔街店）取快递后回家，19时20分收取外卖。1月23日，居家未外出，在13时36分、19时20分分别收取外卖。1月24日-27日，在公司一楼便利蜂便利店（吉瑞国际店）买早饭，正常上下班。1月25日23时20分于拱墅区瓜山佳苑楼下商铺菜鸟驿站（科翔街店）自助取快递。1月27日，23时40分被转运至集中隔离点。确诊病例2：楼某某，男，49岁，现住拱墅区半山街道半山家苑，系慧而特餐饮设备有限公司员工。1月19日，7时30分自驾车去上班，15时参加公司年会。1月20日-21日，7时30分自驾车去上班，20时下班。1月22日，6时45-50分，在家附近鱼香饼店（半山家苑西边无名路）购买早餐，7时30分自驾车去上班，20时下班。1月23日，上午未外出，14时步行前往半山街道社区卫生服务中心，15时离开，到医院对面批发部（园河弄51号附近）购物，再到新丰小吃（半山路54-58号中联百货1楼）就餐后回家，19时去世纪联华超市（半山路78号）购物。1月24日，6时45-50分，在家附近鱼香饼店（半山家苑西边无名路）购买早餐，7时30分自驾车去上班，20时下班。1月25日，7时30分自驾车去上班，20时下班。1月26日，被转运隔离前未外出。与上述活动轨迹有时空交集的人员，请立即向所在社区报告，配合落实相应疫情管控措施。,,0,0,6,2022/1/29 23:59
4.73113E+15,1698784044,三秦都市报,#疫·提醒#【#杭州一地调整为高风险地区#】#杭州多地调整为中风险地区#1月29日，杭州市新型冠状病毒肺炎疫情防控工作领导小组办公室发布消息，将杭州市富阳区咕甜全球母婴店（咕甜全球进口母婴生活馆）调整为高风险地区，将下述地区调整为中风险地区：1.滨江区：漫寓公寓、冠新佳苑小区、春波小区、白马湖和院、长江小区、长江西苑小区、华城和瑞科技园、新浦苑等八地。2.富阳区：润泽院、富春街道桂花西路262号、洞桥镇贤德村何村坞168号等三地。#关注新冠肺炎#（央视新闻客户端）,"疫·提醒,杭州一地调整为高风险地区,杭州多地调整为中风险地区,关注新冠肺炎",1,0,1,2022/1/29 23:58
